# time rdo00 rdo01 rdo10 rdo11
103.35343333795528 (0.5+0j) (0.4423270666819379+0.0010414896511320693j) (0.4423270666819379-0.0010414896511320682j) (0.5+0j)
107.48757067147349 (0.5+0j) (0.43813611673459235+0.001072886783549658j) (0.43813611673459235-0.0010728867835496567j) (0.5+0j)
111.6217080049917 (0.5+0j) (0.43385433007344854+0.0011032635068332088j) (0.43385433007344854-0.0011032635068332075j) (0.5+0j)
115.75584533850991 (0.5+0j) (0.429488453562057+0.001132611947605359j) (0.429488453562057-0.0011326119476053574j) (0.5+0j)
119.88998267202813 (0.5+0j) (0.4250452261337714+0.001160926752572906j) (0.4250452261337714-0.0011609267525729042j) (0.5+0j)
124.02412000554634 (0.5+0j) (0.4205313609986573+0.0011882050345182718j) (0.4205313609986573-0.0011882050345182694j) (0.5+0j)
128.15825733906456 (0.5+0j) (0.41595352854655177+0.0012144463102684562j) (0.41595352854655177-0.0012144463102684536j) (0.5+0j)
132.29239467258276 (0.5+0j) (0.41131834000260137+0.0012396524312702493j) (0.41131834000260137-0.0012396524312702465j) (0.5+0j)
136.42653200610096 (0.5+0j) (0.40663233188485115+0.0012638275074219087j) (0.40663233188485115-0.0012638275074219056j) (0.5+0j)
140.56066933961918 (0.5+0j) (0.40190195130664064+0.0012869778248270388j) (0.40190195130664064-0.0012869778248270354j) (0.5+0j)
144.6948066731374 (0.5+0j) (0.3971335421597426+0.0013091117581461298j) (0.3971335421597426-0.001309111758146126j) (0.5+0j)
148.8289440066556 (0.5+0j) (0.3923333322074242+0.001330239678225387j) (0.3923333322074242-0.0013302396782253832j) (0.5+0j)
152.9630813401738 (0.5+0j) (0.38750742110996+0.0013503738556812897j) (0.38750742110996-0.0013503738556812858j) (0.5+0j)
157.09721867369203 (0.5+0j) (0.38266176939864444+0.0013695283611130876j) (0.38266176939864444-0.0013695283611130837j) (0.5+0j)
161.23135600721025 (0.5+0j) (0.37780218840807683+0.001387718962604488j) (0.37780218840807683-0.001387718962604484j) (0.5+0j)
165.36549334072845 (0.5+0j) (0.3729343311704668+0.001404963021160449j) (0.3729343311704668-0.0014049630211604449j) (0.5+0j)
169.49963067424665 (0.5+0j) (0.36806368426997393+0.001421279384705668j) (0.36806368426997393-0.0014212793847056641j) (0.5+0j)
173.63376800776487 (0.5+0j) (0.36319556064967556+0.0014366882812484197j) (0.36319556064967556-0.0014366882812484156j) (0.5+0j)
177.7679053412831 (0.5+0j) (0.35833509335868774+0.0014512112117872774j) (0.35833509335868774-0.0014512112117872733j) (0.5+0j)
181.9020426748013 (0.5+0j) (0.3534872302222576+0.001464870843509356j) (0.3534872302222576-0.001464870843509352j) (0.5+0j)
186.0361800083195 (0.5+0j) (0.3486567294133248+0.0014776909037974473j) (0.3486567294133248-0.0014776909037974436j) (0.5+0j)
190.17031734183772 (0.5+0j) (0.3438481559001278+0.0014896960755302127j) (0.3438481559001278-0.0014896960755302092j) (0.5+0j)
194.30445467535594 (0.5+0j) (0.3390658787409061+0.0015009118941248574j) (0.3390658787409061-0.001500911894124854j) (0.5+0j)
198.43859200887414 (0.5+0j) (0.334314069193636+0.0015113646467358004j) (0.334314069193636-0.0015113646467357974j) (0.5+0j)
202.57272934239234 (0.5+0j) (0.3295966996060278+0.0015210812739862032j) (0.3295966996060278-0.0015210812739862003j) (0.5+0j)
206.70686667591056 (0.5+0j) (0.3249175430487028+0.00153008927457213j) (0.3249175430487028-0.0015300892745721273j) (0.5+0j)
210.8410040094288 (0.5+0j) (0.32028017365255096+0.001538416613041971j) (0.32028017365255096-0.001538416613041968j) (0.5+0j)
214.97514134294698 (0.5+0j) (0.31568796760973505+0.001546091631016848j) (0.31568796760973505-0.0015460916310168448j) (0.5+0j)
219.10927867646518 (0.5+0j) (0.3111441047966371+0.0015531429620813482j) (0.3111441047966371-0.001553142962081345j) (0.5+0j)
223.2434160099834 (0.5+0j) (0.30665157097622525+0.0015595994505383367j) (0.30665157097622525-0.0015595994505383335j) (0.5+0j)
227.37755334350163 (0.5+0j) (0.3022131605368334+0.001565490074187051j) (0.3022131605368334-0.0015654900741870475j) (0.5+0j)
231.51169067701983 (0.5+0j) (0.29783147972416996+0.0015708438712503509j) (0.29783147972416996-0.0015708438712503472j) (0.5+0j)
235.64582801053803 (0.5+0j) (0.29350895032349145+0.0015756898715450927j) (0.29350895032349145-0.001575689871545089j) (0.5+0j)
239.77996534405625 (0.5+0j) (0.2892478137492606+0.0015800570319592466j) (0.2892478137492606-0.0015800570319592427j) (0.5+0j)
243.91410267757448 (0.5+0j) (0.2850501355002394+0.0015839741762707327j) (0.2850501355002394-0.0015839741762707288j) (0.5+0j)
248.04824001109267 (0.5+0j) (0.2809178099388215+0.001587469939316084j) (0.2809178099388215-0.00158746993931608j) (0.5+0j)
252.18237734461087 (0.5+0j) (0.27685256535445996+0.001590572715492057j) (0.27685256535445996-0.0015905727154920527j) (0.5+0j)
256.3165146781291 (0.5+0j) (0.2728559692722735+0.0015933106115502186j) (0.2728559692722735-0.0015933106115502142j) (0.5+0j)
260.4506520116473 (0.5+0j) (0.26892943396929525+0.0015957114036234247j) (0.26892943396929525-0.0015957114036234202j) (0.5+0j)
264.5847893451655 (0.5+0j) (0.26507422216233767+0.001597802498403913j) (0.26507422216233767-0.0015978024984039082j) (0.5+0j)
268.7189266786837 (0.5+0j) (0.2612914528330673+0.0015996108983755111j) (0.2612914528330673-0.0015996108983755064j) (0.5+0j)
272.8530640122019 (0.5+0j) (0.2575821071575901+0.0016011631709871527j) (0.2575821071575901-0.001601163170987148j) (0.5+0j)
276.98720134572017 (0.5+0j) (0.25394703450962364+0.0016024854216414549j) (0.25394703450962364-0.00160248542164145j) (0.5+0j)
281.12133867923836 (0.5+0j) (0.2503869585081591+0.0016036032703605203j) (0.2503869585081591-0.0016036032703605151j) (0.5+0j)
285.25547601275656 (0.5+0j) (0.24690248308237436+0.001604541831981269j) (0.24690248308237436-0.0016045418319812637j) (0.5+0j)
289.3896133462748 (0.5+0j) (0.24349409852843393+0.001605325699724459j) (0.24349409852843393-0.0016053256997244538j) (0.5+0j)
293.523750679793 (0.5+0j) (0.24016218753469057+0.0016059789319749858j) (0.24016218753469057-0.0016059789319749804j) (0.5+0j)
297.6578880133112 (0.5+0j) (0.23690703115366654+0.0016065250421060163j) (0.23690703115366654-0.001606525042106011j) (0.5+0j)
301.7920253468294 (0.5+0j) (0.23372881470103699+0.0016069869911758893j) (0.23372881470103699-0.0016069869911758846j) (0.5+0j)
305.9261626803476 (0.5+0j) (0.23062763356364352+0.0016073871833244009j) (0.23062763356364352-0.0016073871833243959j) (0.5+0j)
310.06030001386586 (0.5+0j) (0.22760349890033074+0.001607747463694015j) (0.22760349890033074-0.0016077474636940106j) (0.5+0j)
314.19443734738405 (0.5+0j) (0.22465634322110867+0.0016080891187015861j) (0.22465634322110867-0.0016080891187015822j) (0.5+0j)
318.32857468090225 (0.5+0j) (0.22178602583179657+0.0016084328784872167j) (0.22178602583179657-0.001608432878487213j) (0.5+0j)
322.4627120144205 (0.5+0j) (0.21899233813288876+0.0016087989213688593j) (0.21899233813288876-0.0016087989213688558j) (0.5+0j)
326.5968493479387 (0.5+0j) (0.2162750087628997+0.0016092068801340773j) (0.2162750087628997-0.0016092068801340739j) (0.5+0j)
330.7309866814569 (0.5+0j) (0.2136337085778864+0.0016096758500038699j) (0.2136337085778864-0.0016096758500038666j) (0.5+0j)
334.8651240149751 (0.5+0j) (0.21106805546021043+0.0016102243981076507j) (0.21106805546021043-0.0016102243981076475j) (0.5+0j)
338.9992613484933 (0.5+0j) (0.20857761895088714+0.0016108705743131438j) (0.20857761895088714-0.0016108705743131408j) (0.5+0j)
343.13339868201155 (0.5+0j) (0.20616192470107303+0.0016116319232601227j) (0.20616192470107303-0.00161163192326012j) (0.5+0j)
347.26753601552974 (0.5+0j) (0.20382045873936605+0.0016125254974524502j) (0.20382045873936605-0.0016125254974524474j) (0.5+0j)
351.40167334904794 (0.5+0j) (0.20155267155263468+0.0016135678712687121j) (0.20155267155263468-0.0016135678712687093j) (0.5+0j)
355.5358106825662 (0.5+0j) (0.19935798197905374+0.0016147751557578026j) (0.19935798197905374-0.0016147751557577998j) (0.5+0j)
359.6699480160844 (0.5+0j) (0.19723578091290664+0.0016161630140920536j) (0.19723578091290664-0.0016161630140920508j) (0.5+0j)
363.8040853496026 (0.5+0j) (0.19518543482151907+0.001617746677556837j) (0.19518543482151907-0.0016177466775568342j) (0.5+0j)
367.9382226831208 (0.5+0j) (0.19320628907541776+0.00161954096196196j) (0.19320628907541776-0.0016195409619619574j) (0.5+0j)
372.072360016639 (0.5+0j) (0.19129767109346493+0.0016215602843665535j) (0.19129767109346493-0.001621560284366551j) (0.5+0j)
376.20649735015724 (0.5+0j) (0.18945889330530394+0.0016238186800154994j) (0.18945889330530394-0.0016238186800154968j) (0.5+0j)
380.34063468367543 (0.5+0j) (0.18768925593397087+0.0016263298193916916j) (0.18768925593397087-0.0016263298193916892j) (0.5+0j)
384.47477201719363 (0.5+0j) (0.1859880496019803+0.001629107025294548j) (0.1859880496019803-0.0016291070252945456j) (0.5+0j)
388.6089093507119 (0.5+0j) (0.18435455776458612+0.0016321632898611707j) (0.18435455776458612-0.0016321632898611683j) (0.5+0j)
392.7430466842301 (0.5+0j) (0.18278805897425404+0.0016355112914523229j) (0.18278805897425404-0.0016355112914523207j) (0.5+0j)
396.8771840177483 (0.5+0j) (0.18128782898066195+0.0016391634113309835j) (0.18128782898066195-0.0016391634113309816j) (0.5+0j)
401.0113213512665 (0.5+0j) (0.17985314267077415+0.0016431317500665782j) (0.17985314267077415-0.001643131750066576j) (0.5+0j)
405.14545868478467 (0.5+0j) (0.1784832758537182+0.0016474281436030943j) (0.1784832758537182-0.0016474281436030921j) (0.5+0j)
409.2795960183029 (0.5+0j) (0.17717750689532996+0.0016520641789341357j) (0.17717750689532996-0.0016520641789341335j) (0.5+0j)
413.4137333518211 (0.5+0j) (0.1759351182073289+0.0016570512093325458j) (0.1759351182073289-0.0016570512093325438j) (0.5+0j)
417.5478706853393 (0.5+0j) (0.17475539759614683+0.0016624003690865427j) (0.17475539759614683-0.0016624003690865405j) (0.5+0j)
421.6820080188576 (0.5+0j) (0.17363763947645622+0.0016681225876983168j) (0.17363763947645622-0.0016681225876983147j) (0.5+0j)
425.81614535237577 (0.5+0j) (0.17258114595443935+0.0016742286035048048j) (0.17258114595443935-0.0016742286035048026j) (0.5+0j)
429.95028268589397 (0.5+0j) (0.17158522778580457+0.0016807289766837966j) (0.17158522778580457-0.0016807289766837944j) (0.5+0j)
434.08442001941216 (0.5+0j) (0.17064920521349533+0.001687634101611722j) (0.17064920521349533-0.0016876341016117196j) (0.5+0j)
438.21855735293036 (0.5+0j) (0.1697724086899568+0.0016949542185423663j) (0.1697724086899568-0.001694954218542364j) (0.5+0j)
442.3526946864486 (0.5+0j) (0.1689541794887256+0.0017026994245784633j) (0.1689541794887256-0.0017026994245784612j) (0.5+0j)
446.4868320199668 (0.5+0j) (0.16819387020997464+0.0017108796839103097j) (0.16819387020997464-0.0017108796839103075j) (0.5+0j)
450.620969353485 (0.5+0j) (0.1674908451845269+0.0017195048372978584j) (0.1674908451845269-0.001719504837297856j) (0.5+0j)
454.75510668700326 (0.5+0j) (0.16684448078069458+0.0017285846107745165j) (0.16684448078069458-0.0017285846107745139j) (0.5+0j)
458.88924402052146 (0.5+0j) (0.1662541656181419+0.0017381286235525052j) (0.1662541656181419-0.0017381286235525026j) (0.5+0j)
463.02338135403966 (0.5+0j) (0.16571930069280122+0.00174814639511104j) (0.16571930069280122-0.001748146395111037j) (0.5+0j)
467.15751868755785 (0.5+0j) (0.16523929941669668+0.001758647351449718j) (0.16523929941669668-0.001758647351449715j) (0.5+0j)
471.29165602107605 (0.5+0j) (0.16481358757634743+0.001769640830490436j) (0.16481358757634743-0.0017696408304904328j) (0.5+0j)
475.4257933545943 (0.5+0j) (0.16444160321323031+0.0017811360866112887j) (0.16444160321323031-0.0017811360866112822j) (0.5+0j)
479.5599306881125 (0.5+0j) (0.1641227964293498+0.0017931422942779167j) (0.1641227964293498-0.0017931422942779089j) (0.5+0j)
483.6940680216307 (0.5+0j) (0.1638566291228592+0.0018056685508109134j) (0.1638566291228592-0.0018056685508109117j) (0.5+0j)
487.82820535514895 (0.5+0j) (0.16364257465493004+0.0018187238782454245j) (0.16364257465493004-0.001818723878245418j) (0.5+0j)
